priority_rank,risk_score,risk_score_100,risk_band,risk_percentile_group,recommended_action,actual_fraud,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_duration_days,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,is_night_incident,multi_vehicle_flag
252,0.6733281629693517,67.33,Medium,High,Secondary Review,0,56,29,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,movies,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,10,3,,1,2,YES,94560,7880,15760,70920,Jeep,Grand Cherokee,1995,3159,62.08105464262032,0.0833333333333333,0.1666666666666666,0.75,0,1
253,0.6728601392149671,67.29,Medium,High,Secondary Review,0,303,50,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,6532,87.11772374448338,0.1666666666666666,0.0833333333333333,0.75,1,1
254,0.6651389528677359,66.51,Medium,High,Secondary Review,1,144,37,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,835,28.678218787396343,0.1,0.2,0.7,0,1
255,0.6588123732222084,65.88,Medium,High,Secondary Review,1,335,48,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,7106,35.22697132528464,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
256,0.6576176074584718,65.76,Medium,High,Secondary Review,0,194,39,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,3498,74.7111775210467,0.1,0.2,0.7,1,1
257,0.652202223478947,65.22,Medium,High,Secondary Review,0,298,49,OH,250/500,500,862.92,0,MALE,MD,machine-op-inspct,camping,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,95,2007,6151,80.51731330830205,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
258,0.6519191292893183,65.19,Medium,High,Secondary Review,1,343,52,IL,500/1000,1000,1053.02,0,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,2,1,,0,2,NO,47630,12990,4330,30310,Toyota,Corolla,2005,4774,45.23180946230841,0.2727272727272727,0.0909090909090909,0.6363636363636364,1,0
259,0.6495915613120062,64.96,Medium,High,Secondary Review,1,297,48,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,,0,2,,54960,6870,0,48090,Toyota,Corolla,2002,207,44.19143187958317,0.125,0.0,0.875,0,1
260,0.6491752079686098,64.92,Medium,High,Secondary Review,0,106,30,OH,250/500,500,538.17,0,FEMALE,PhD,transport-moving,reading,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,Arlington,23,1,NO,2,2,NO,51120,5680,5680,39760,Mercedes,E400,2005,4321,94.98857238419087,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
261,0.6463334622971387,64.63,Medium,High,Secondary Review,0,278,47,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010,2478,45.52493754912413,0.1,0.1,0.8,0,0
262,0.6434029325373083,64.34,Medium,High,Secondary Review,1,116,30,IN,500/1000,500,951.46,0,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,8,3,NO,0,3,,59670,6630,6630,46410,Volkswagen,Passat,2004,4811,62.714144577806735,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
263,0.6413901649067506,64.14,Medium,High,Secondary Review,1,269,41,OH,100/300,2000,1422.21,0,FEMALE,Associate,handlers-cleaners,polo,unmarried,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,21,1,YES,2,1,NO,85900,17180,17180,51540,Suburu,Forrestor,2005,6745,60.39895655353288,0.2,0.2,0.6,0,0
264,0.639909946902615,63.99,Medium,High,Secondary Review,1,4,34,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,basketball,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,0,4,,0,0,,66880,6080,12160,48640,Chevrolet,Silverado,1996,4282,52.130669639029406,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,1
265,0.6369410461609979,63.69,Medium,High,Secondary Review,0,475,61,IL,500/1000,500,1265.72,0,FEMALE,Masters,handlers-cleaners,paintball,wife,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,23,1,YES,0,2,,64350,9900,9900,44550,Mercedes,E400,1998,3842,50.84062825901463,0.1538461538461538,0.1538461538461538,0.6923076923076923,1,0
266,0.6334992984457293,63.35,Medium,High,Secondary Review,0,239,38,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,12,3,NO,1,3,,61920,6880,6880,48160,Saab,93,2003,8944,48.49889953239918,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
267,0.6309227806809308,63.09,Medium,High,Secondary Review,0,168,32,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,,1,1,,57720,14430,9620,33670,Saab,93,2007,5414,54.47749924494111,0.25,0.1666666666666666,0.5833333333333334,0,1
268,0.6297847814004163,62.98,Medium,High,Secondary Review,0,229,37,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,6451,56.727056727056734,0.1666666666666666,0.0833333333333333,0.75,0,1
269,0.6297231658448497,62.97,Medium,High,Secondary Review,0,275,41,OH,100/300,2000,1514.72,0,MALE,High School,transport-moving,board-games,own-child,35700,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,3,YES,0,1,,58300,5830,11660,40810,Suburu,Legacy,2007,6673,38.488961656279706,0.1,0.2,0.7,0,1
270,0.6267548754465538,62.68,Medium,High,Secondary Review,1,371,54,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,18,3,,1,2,,32280,5380,5380,21520,Ford,Fusion,2010,996,24.49221150709045,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
271,0.6237325963072722,62.37,Medium,High,Secondary Review,0,143,31,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,21,4,YES,2,0,,76120,6920,13840,55360,Audi,A5,1999,231,65.40474124227765,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
272,0.6235979454824694,62.36,Medium,High,Secondary Review,1,222,39,IL,250/500,1000,1232.72,0,MALE,High School,armed-forces,hiking,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,21,3,,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,1126,71.35440327081575,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
273,0.621196833074845,62.12,Medium,High,Secondary Review,1,156,38,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,23,3,,0,3,,55200,11040,5520,38640,Saab,92x,1998,1980,40.35117215769121,0.2,0.1,0.7,1,1
274,0.6198971862388012,61.99,Medium,High,Secondary Review,0,243,43,IN,500/1000,500,1307.74,0,FEMALE,Associate,machine-op-inspct,board-games,own-child,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,10,3,,0,1,NO,37530,4170,4170,29190,Jeep,Wrangler,2008,3281,28.69836511844862,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
275,0.6168921846075371,61.69,Medium,High,Secondary Review,1,117,28,OH,250/500,500,1264.77,0,FEMALE,Associate,transport-moving,yachting,unmarried,47500,-32500,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,13,2,YES,0,1,,55440,5040,10080,40320,Suburu,Forrestor,2009,4308,43.83405678502811,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
276,0.6119384059283821,61.19,Medium,High,Secondary Review,1,216,38,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,16,1,,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,220,48.09914490409059,0.25,0.1666666666666666,0.5833333333333334,0,0
277,0.6111757624469775,61.12,Medium,High,Secondary Review,1,274,43,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006,5017,47.20811056636423,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,0
278,0.6108192804252291,61.08,Medium,High,Secondary Review,0,236,38,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,NO,0,1,,66840,16710,5570,44560,Mercedes,E400,2014,8167,83.31671320303151,0.25,0.0833333333333333,0.6666666666666666,0,0
279,0.6067307228344201,60.67,Medium,High,Secondary Review,1,110,33,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,,2,3,NO,55200,13800,9200,32200,Saab,93,2015,7225,46.64210633048298,0.25,0.1666666666666666,0.5833333333333334,0,0
280,0.6064207340055747,60.64,Medium,High,Secondary Review,1,271,44,OH,250/500,500,1340.71,0,FEMALE,High School,tech-support,base-jumping,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,16,1,NO,2,2,NO,76230,6930,13860,55440,Volkswagen,Passat,1997,2524,56.85793348300527,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
281,0.6037251780884882,60.37,Medium,High,Secondary Review,0,150,37,OH,500/1000,1000,1007.0,0,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,9,1,NO,0,2,,80080,12320,12320,55440,Chevrolet,Silverado,2013,317,79.52333664349553,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
282,0.5996604729081605,59.97,Medium,High,Secondary Review,0,72,29,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,,1,0,NO,66200,6620,6620,52960,Dodge,Neon,2013,7468,67.98110494968167,0.1,0.1,0.8,0,0
283,0.5970003024363262,59.7,Medium,High,Secondary Review,0,191,38,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,3366,44.93234618330354,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
284,0.595826293824786,59.58,Medium,High,Secondary Review,0,296,46,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,,0,2,NO,54900,5490,5490,43920,Mercedes,C300,2013,7987,48.10093310553293,0.1,0.1,0.8,0,0
285,0.5923860633944591,59.24,Medium,High,Secondary Review,1,140,31,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,Parked Car,,Minor Damage,,WV,Arlington,2,1,YES,1,2,,6120,680,680,4760,Honda,Civic,2002,6500,3.936045689000939,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
286,0.5923817624519359,59.24,Medium,High,Secondary Review,0,288,45,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,,2,1,,48060,10680,5340,32040,Mercedes,C300,2009,4527,45.91529650046336,0.2222222222222222,0.1111111111111111,0.6666666666666666,1,1
287,0.5922669298293688,59.23,Medium,High,Secondary Review,1,283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,13,3,NO,0,2,,42700,0,6100,36600,Mercedes,ML350,2011,805,35.73191856135095,0.0,0.1428571428571428,0.8571428571428571,0,1
288,0.5905544215701443,59.06,Medium,High,Secondary Review,0,264,44,IL,100/300,500,1047.06,6000000,MALE,College,exec-managerial,sleeping,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,20,3,NO,0,2,NO,69850,12700,6350,50800,Ford,Fusion,1999,1811,66.71059920157393,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
289,0.5881613399568496,58.82,Medium,High,Secondary Review,0,316,45,IL,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013,416,61.1044826998466,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
290,0.5855151135085012,58.55,Medium,High,Secondary Review,0,169,36,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,,77440,14080,7040,56320,Dodge,Neon,2004,5904,47.913083291054654,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,1
291,0.58489008847831,58.49,Medium,High,Secondary Review,1,180,38,OH,250/500,2000,1301.13,0,FEMALE,College,machine-op-inspct,board-games,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Springfield,12,1,NO,0,2,YES,46200,4200,8400,33600,Dodge,Neon,2003,5862,35.50759724239699,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
292,0.5845950598348576,58.46,Medium,High,Secondary Review,0,286,41,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,16,3,,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,5872,41.92169996535397,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,1
293,0.5821004842165615,58.21,Medium,High,Secondary Review,0,241,38,IN,100/300,2000,1003.23,0,FEMALE,Associate,tech-support,kayaking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,23,3,,0,3,YES,77880,12980,12980,51920,Accura,MDX,2008,9009,77.62925749828055,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,1
294,0.5811265464739426,58.11,Medium,High,Secondary Review,0,372,50,OH,500/1000,2000,1368.57,0,FEMALE,MD,tech-support,paintball,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,18,3,NO,2,2,YES,51800,5180,10360,36260,Accura,MDX,2003,3782,37.849726356708096,0.1,0.2,0.7,0,1
295,0.5773761644655164,57.74,Medium,High,Secondary Review,0,146,32,OH,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,skydiving,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,12,1,,0,3,,59940,6660,6660,46620,Honda,CRV,1995,7735,46.95909685607514,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
296,0.575671674193249,57.57,Medium,High,Secondary Review,1,254,40,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,10,1,YES,0,1,,43280,0,5410,37870,Honda,Civic,1996,7533,22.44964650106076,0.0,0.125,0.875,0,0
297,0.5749586065077297,57.5,Medium,High,Secondary Review,0,103,33,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,1,3,NO,2,3,,79090,14380,14380,50330,Dodge,RAM,2014,7429,77.45265095873239,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,1
298,0.5744979590253351,57.45,Medium,High,Secondary Review,1,156,31,IL,100/300,2000,1134.08,0,MALE,PhD,other-service,reading,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,3,1,,2,0,,59000,5900,5900,47200,Ford,Fusion,2013,6713,52.02454853273138,0.1,0.1,0.8,1,0
299,0.5711958097957351,57.12,Medium,High,Secondary Review,0,33,33,IL,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,dancing,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,16,1,,2,1,,81400,8140,8140,65120,BMW,M5,1998,6365,74.2165774669718,0.1,0.1,0.8,0,0
300,0.5696576192890245,56.97,Medium,High,Secondary Review,1,186,38,OH,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,video-games,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,,68760,11460,5730,51570,Saab,95,1998,3236,56.42725840336135,0.1666666666666666,0.0833333333333333,0.75,1,1
301,0.5654659639742454,56.55,Medium,High,Secondary Review,0,223,40,IN,100/300,500,1201.41,0,FEMALE,JD,priv-house-serv,movies,husband,88400,-46500,Multi-vehicle Collision,Side Collision,Major Damage,Police,NC,Columbus,7,3,YES,1,0,,70510,12820,12820,44870,Suburu,Forrestor,1999,7579,58.6893733196827,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
302,0.5604976761986911,56.05,Medium,High,Secondary Review,1,186,33,IN,100/300,1000,1348.32,0,FEMALE,Associate,craft-repair,cross-fit,wife,37600,-37600,Vehicle Theft,,Trivial Damage,Police,NY,Arlington,3,1,NO,2,1,,4730,860,860,3010,Chevrolet,Malibu,2013,1782,3.508069301056129,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,0
303,0.557644790196985,55.76,Medium,High,Secondary Review,0,415,52,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,-20,52.48073959938367,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,1
304,0.5465384668559943,54.65,Medium,High,Secondary Review,1,107,31,IN,250/500,500,1239.22,7000000,FEMALE,High School,tech-support,paintball,not-in-family,43400,-91200,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Springfield,12,1,YES,0,1,NO,89700,13800,13800,62100,Audi,A5,2009,1262,72.38424170042445,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
305,0.5367837711337694,53.68,Medium,High,Secondary Review,0,124,29,OH,500/1000,500,1301.72,0,MALE,Masters,handlers-cleaners,golf,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,14,3,,0,3,YES,72000,7200,7200,57600,Audi,A3,2005,7828,55.31143410257198,0.1,0.1,0.8,0,1
306,0.5347332123134224,53.47,Medium,High,Secondary Review,0,64,25,IL,250/500,1000,954.16,0,MALE,Masters,prof-specialty,video-games,husband,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,22,4,NO,0,0,,75600,12600,12600,50400,Toyota,Corolla,2005,5448,79.23199463402365,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
307,0.5341895406535441,53.42,Medium,High,Secondary Review,0,29,32,OH,100/300,1000,1722.5,0,MALE,High School,other-service,base-jumping,wife,0,-21500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,22,1,,0,2,,76900,7690,7690,61520,Jeep,Wrangler,1995,4666,44.644412191582006,0.1,0.1,0.8,0,0
308,0.5265085968048785,52.65,Medium,High,Secondary Review,1,81,28,IL,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,,1,2,,44730,4970,4970,34790,Saab,92x,2000,1215,39.27129060579456,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,1
309,0.5242218631790065,52.42,Medium,High,Secondary Review,0,94,26,IN,100/300,500,722.66,0,MALE,MD,exec-managerial,camping,husband,50300,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,6,3,YES,1,2,YES,36700,3670,7340,25690,Nissan,Pathfinder,2010,2648,50.78460133396064,0.1,0.2,0.7,0,1
310,0.5208188361525108,52.08,Medium,High,Secondary Review,0,204,40,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,YES,1,1,NO,46200,4200,8400,33600,Audi,A5,1997,7851,26.14571425337574,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
311,0.5201352017082048,52.01,Medium,High,Secondary Review,1,246,45,IL,250/500,1000,1665.45,0,MALE,JD,machine-op-inspct,hiking,wife,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,9,3,,2,2,,53280,11840,5920,35520,Toyota,Camry,2006,5839,31.99135368819238,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1
312,0.5193752595410368,51.94,Medium,High,Secondary Review,1,211,38,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,12,1,,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,6466,86.74141542427661,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
313,0.5142431906125249,51.42,Medium,High,Secondary Review,1,274,45,IN,250/500,1000,1353.53,0,FEMALE,JD,tech-support,cross-fit,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,13,1,YES,0,0,NO,58500,11700,0,46800,Accura,MDX,1995,4250,43.22032019977392,0.2,0.0,0.8,0,0
314,0.504277617332994,50.43,Medium,High,Secondary Review,0,160,38,OH,250/500,500,1733.56,0,MALE,High School,sales,sleeping,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,1938,38.52188559957544,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,1
315,0.501331414687502,50.13,Medium,High,Secondary Review,0,272,41,OH,500/1000,2000,1608.34,0,FEMALE,Associate,farming-fishing,reading,own-child,33300,-10600,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,19,1,,1,1,,71060,6460,12920,51680,Saab,92x,2010,8687,44.18220028103511,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
316,0.5012858553935691,50.13,Medium,High,Secondary Review,0,126,34,IN,100/300,2000,1078.22,0,FEMALE,Masters,transport-moving,camping,wife,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,2,3,NO,0,1,YES,58410,10620,5310,42480,Chevrolet,Tahoe,2007,2658,54.17261783309529,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,1
317,0.48822233836328865,48.82,Medium,High,Secondary Review,0,156,37,OH,100/300,500,1080.13,0,MALE,Associate,protective-serv,reading,other-relative,0,-61000,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,15,3,YES,0,3,NO,41490,4610,4610,32270,Nissan,Pathfinder,2001,1651,38.412042994824695,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
318,0.486775670241636,48.68,Medium,High,Secondary Review,0,150,30,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,0,0,Parked Car,,Trivial Damage,,VA,Arlington,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,1999,3755,3.353154200384495,0.1,0.1,0.8,0,0
319,0.48387050932890363,48.39,Medium,High,Secondary Review,0,5,26,IL,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,22,1,YES,1,3,,88110,16020,16020,56070,Audi,A5,2003,182,77.49204059735096,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
320,0.4611008684715917,46.11,Medium,High,Secondary Review,0,202,38,IL,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005,2202,68.36520295919628,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
321,0.4571258549353464,45.71,Medium,High,Secondary Review,0,80,27,IL,100/300,1000,1474.17,0,FEMALE,College,tech-support,exercise,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,6772,35.81676468792609,0.2,0.1,0.7,0,0
322,0.44850826948187295,44.85,Medium,High,Secondary Review,0,458,59,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,23,1,,2,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,2175,42.5938339789641,0.2,0.2,0.6,1,0
323,0.44649903188621626,44.65,Medium,High,Secondary Review,0,143,33,OH,500/1000,1000,1200.09,0,FEMALE,Associate,craft-repair,board-games,unmarried,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,17,3,,2,2,,70400,14080,7040,49280,Accura,RSX,2002,7727,58.662266996641925,0.2,0.1,0.7,0,1
